0,1,2,3,4,5,6,7,8,9,10,11,12,13,label
1606.0,0.01747880208761538,74.54297637939453,49.54372362278246,4.433105508870216,0.23496531536447557,0.03850014263382024,0.974414447414287,214.74282962962963,28.007024721861733,117.62307777777778,32.701739675230485,118.45405555555556,33.80109728983533,0.0
1036.5,0.016233351735333485,63.551490783691406,44.33898039215686,4.195660130718955,0.24049721745523212,0.039189623636784555,0.936001133833367,216.40863703703704,12.42581009482691,124.30512962962963,21.106354571941825,130.5599,24.404462041715966,0.0
5590.0,0.005353334411606131,73.65668487548828,83.01037161531279,5.972873949579832,0.210513512815936,0.03019070102545485,0.9832717490200342,211.50534814814816,41.338152509259444,128.1366148148148,52.949862267716526,127.85492962962962,56.99211663284093,0.0
399.5,0.07058330807456269,34.4984016418457,25.98912418300654,3.7173632119514473,0.24488333696825518,0.03751249293009896,0.9756081583305111,193.4726814814815,18.422840141621244,107.05946296296297,26.038806674748457,117.56210740740741,22.16998843288804,0.0
844.5,0.048875213236650825,37.878658294677734,142.0307675070028,8.641000933706817,0.1255644536502516,0.02089610571510925,0.9276844629872982,201.12525925925925,29.091022398534637,133.74137777777779,32.346022191039346,130.97417777777778,39.463779172124056,1.0
290.5,0.052375074845548444,26.9174861907959,35.25215312791784,3.939152194211018,0.27308800776175746,0.04007601998540447,0.9780759902416173,228.55422962962962,17.620182238281,137.75595555555554,32.167480670383654,143.14658888888889,38.14443919272223,0.0
442.0,0.073492957807799,6.763246059417725,58.291772175536885,4.732496732026143,0.23505071527599508,0.03794591705441744,0.8968721396718642,193.22104444444443,11.73415426822987,149.78511111111112,18.497775056062594,177.5634814814815,24.581688753081238,0.0
517.0,0.038661512693473496,33.72745132446289,55.90723809523809,3.822823529411765,0.29139111943088014,0.042471525298257165,0.9720285823459909,217.3969925925926,21.406790992232587,181.88712962962964,35.43832980740982,196.2977962962963,39.946545054739794,1.0
2699.0,0.0065710976092382654,377.6029357910156,57.470924369747905,4.308354808590103,0.27415261521229456,0.0467321622912917,0.9204041532945992,186.97897407407407,14.371104707120866,163.45479259259258,20.423222276177853,188.65902962962963,27.42993387778875,0.0
461.5,0.022407120005018214,32.629940032958984,59.362614379084974,5.288171802054155,0.19667414475099246,0.029607312353592544,0.9617122796997979,159.49545185185184,25.221865764603574,132.26571481481483,28.439443646042847,153.7210037037037,34.87054941669558,1.0
474.0,0.02172055585999418,42.74528884887695,41.96785060690944,4.762405228758169,0.20381085913301808,0.03122009610228757,0.9648072985912188,215.17598148148147,14.287471751037485,115.93669259259259,28.708525439543354,107.7997037037037,30.968785956441884,0.0
218.0,0.0743395529604459,19.261606216430664,52.029000933706804,4.888922502334267,0.21605430843289458,0.03156173969357234,0.9891848261026065,188.66488148148147,32.276449952007916,155.79684074074075,54.04321854552911,158.01297037037037,68.06675042376399,0.0
207.5,0.045580902074602164,19.28303337097168,51.18758543417367,5.473800186741363,0.17109687045871644,0.025217962319849126,0.9591343423226485,206.55282222222223,23.572848210935444,146.59485555555557,26.160468526666172,136.62672962962964,25.193579406362204,0.0
1449.5,0.11437986810449596,37.56779861450195,83.96719327731091,5.703962651727358,0.2024203675481943,0.034202798706093406,0.977378904395296,192.02137407407406,42.53260673579213,153.3041814814815,43.76631305937832,132.26753333333335,41.492684093981715,0.0
18991.5,0.00667209792563632,217.3411102294922,173.6894939309057,8.791910364145657,0.14652246084622322,0.02201201269726287,0.9014390409692579,179.1923148148148,26.562708268690496,89.95572222222222,32.07943506817428,87.8740074074074,28.11087426233019,0.0
475.0,0.08803360329917599,5.738692760467529,82.09252661064427,4.296567693744166,0.26529615245329563,0.053029925233564465,0.7295219947087868,211.8363925925926,9.969576090840384,119.11295185185185,13.64595915054792,119.04618888888889,15.775071165932879,0.0
107.5,0.06610432161694577,16.320430755615234,42.63762091503269,4.56272268907563,0.21907521955516468,0.03295772972812024,0.9352292969282566,208.9952888888889,11.263091149852093,123.37954814814815,22.18779800341337,141.27404444444446,21.213581682276505,0.0
700.0,0.04133654834944461,14.624963760375977,199.1216918767507,6.960242763772175,0.1879735412778627,0.025371750404926424,0.8339623810548294,161.45878148148148,20.77311628747575,115.18196296296296,26.428182078959352,109.73821481481481,28.21303852106135,1.0
108.0,0.0984736091838317,15.495911598205566,32.41591036414566,3.230072829131653,0.32529662376501695,0.08000666007754477,0.8861032989971379,166.62214444444444,7.2621330909718,142.7555888888889,12.602685202760425,162.69403333333332,22.2326672220473,0.0
